"","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_LCL","rate.per.100k","rate.per.100k_UCL"
"838",20,35,1,1,"Communicable","Black","Female","Maryland",2003,"South Atlantic","South","MD",71.0794010354658,75.5071356094156,75.5071356094156
"839",20,35,1,1,"Injuries","Black","Female","Maryland",2003,"South Atlantic","South","MD",20.9245211224216,22.4980546489114,22.4980546489114
"840",20,35,1,1,"Non-communicable","Black","Female","Maryland",2003,"South Atlantic","South","MD",106.590710136412,112.276887937577,112.276887937577
"841",20,36,0,0,"All other causes","White","Male","Maryland",2004,"South Atlantic","South","MD",140.156876850026,144.011860658845,144.011860658845
"842",20,36,0,0,"Cancers","White","Male","Maryland",2004,"South Atlantic","South","MD",222.957838056486,227.298781368681,227.298781368681
"843",20,36,0,0,"Cardiovascular","White","Male","Maryland",2004,"South Atlantic","South","MD",322.983267101179,330.667291998196,330.667291998196
"844",20,36,0,0,"Communicable","White","Male","Maryland",2004,"South Atlantic","South","MD",52.8372804463389,55.7785552476467,55.7785552476467
"845",20,36,0,0,"Injuries","White","Male","Maryland",2004,"South Atlantic","South","MD",58.4390710077397,60.4453010917887,60.4453010917887
"846",20,36,0,0,"Non-communicable","White","Male","Maryland",2004,"South Atlantic","South","MD",107.167171569027,111.011823905933,111.011823905933
"847",20,36,0,1,"All other causes","White","Female","Maryland",2004,"South Atlantic","South","MD",111.986358456537,114.977253966267,114.977253966267
"848",20,36,0,1,"Cancers","White","Female","Maryland",2004,"South Atlantic","South","MD",159.181248385897,162.455093120204,162.455093120204
"849",20,36,0,1,"Cardiovascular","White","Female","Maryland",2004,"South Atlantic","South","MD",227.65100028497,232.872424919543,232.872424919543
"850",20,36,0,1,"Communicable","White","Female","Maryland",2004,"South Atlantic","South","MD",38.0593636742468,39.606728451673,39.606728451673
"851",20,36,0,1,"Injuries","White","Female","Maryland",2004,"South Atlantic","South","MD",21.0654521445882,22.0128247579827,22.0128247579827
"852",20,36,0,1,"Non-communicable","White","Female","Maryland",2004,"South Atlantic","South","MD",90.6968848401892,93.5364237905718,93.5364237905718
"853",20,36,1,0,"All other causes","Black","Male","Maryland",2004,"South Atlantic","South","MD",183.238548918687,191.340159687358,191.340159687358
"854",20,36,1,0,"Cancers","Black","Male","Maryland",2004,"South Atlantic","South","MD",286.070160925507,296.114803648199,296.114803648199
"855",20,36,1,0,"Cardiovascular","Black","Male","Maryland",2004,"South Atlantic","South","MD",425.427189385051,439.443608483512,439.443608483512
"856",20,36,1,0,"Communicable","Black","Male","Maryland",2004,"South Atlantic","South","MD",117.449337473726,125.700213281271,125.700213281271
"857",20,36,1,0,"Injuries","Black","Male","Maryland",2004,"South Atlantic","South","MD",94.8143135541288,99.0566299838485,99.0566299838485
"858",20,36,1,0,"Non-communicable","Black","Male","Maryland",2004,"South Atlantic","South","MD",134.118231788019,142.148015017326,142.148015017326
"859",20,36,1,1,"All other causes","Black","Female","Maryland",2004,"South Atlantic","South","MD",138.102016495337,144.003810565716,144.003810565716
"860",20,36,1,1,"Cancers","Black","Female","Maryland",2004,"South Atlantic","South","MD",177.530642127303,183.209661334841,183.209661334841
"861",20,36,1,1,"Cardiovascular","Black","Female","Maryland",2004,"South Atlantic","South","MD",303.024164242032,313.704992869757,313.704992869757
"862",20,36,1,1,"Communicable","Black","Female","Maryland",2004,"South Atlantic","South","MD",69.931629075355,74.5201902058298,74.5201902058298
"863",20,36,1,1,"Injuries","Black","Female","Maryland",2004,"South Atlantic","South","MD",19.9440130106539,21.5959579348281,21.5959579348281
"864",20,36,1,1,"Non-communicable","Black","Female","Maryland",2004,"South Atlantic","South","MD",103.268044627328,108.973683165581,108.973683165581
"865",20,37,0,0,"All other causes","White","Male","Maryland",2005,"South Atlantic","South","MD",143.756090071863,147.418680758827,147.418680758827
"866",20,37,0,0,"Cancers","White","Male","Maryland",2005,"South Atlantic","South","MD",219.553725552411,224.209950680599,224.209950680599
"867",20,37,0,0,"Cardiovascular","White","Male","Maryland",2005,"South Atlantic","South","MD",309.593204694599,315.931709824685,315.931709824685
"868",20,37,0,0,"Communicable","White","Male","Maryland",2005,"South Atlantic","South","MD",51.9561890239484,55.0085431823626,55.0085431823626
"869",20,37,0,0,"Injuries","White","Male","Maryland",2005,"South Atlantic","South","MD",58.3874326252078,60.3545129005377,60.3545129005377
"870",20,37,0,0,"Non-communicable","White","Male","Maryland",2005,"South Atlantic","South","MD",104.193082833109,107.709650734938,107.709650734938
"871",20,37,0,1,"All other causes","White","Female","Maryland",2005,"South Atlantic","South","MD",115.474130253889,118.722018847222,118.722018847222
"872",20,37,0,1,"Cancers","White","Female","Maryland",2005,"South Atlantic","South","MD",157.82670254133,161.096146404251,161.096146404251
"873",20,37,0,1,"Cardiovascular","White","Female","Maryland",2005,"South Atlantic","South","MD",222.759710411951,227.373648000541,227.373648000541
"874",20,37,0,1,"Communicable","White","Female","Maryland",2005,"South Atlantic","South","MD",38.653678439339,40.3473819144042,40.3473819144042
"875",20,37,0,1,"Injuries","White","Female","Maryland",2005,"South Atlantic","South","MD",21.0971505279194,22.1126433984801,22.1126433984801
"876",20,37,0,1,"Non-communicable","White","Female","Maryland",2005,"South Atlantic","South","MD",90.0840575755014,92.8333041281208,92.8333041281208
"877",20,37,1,0,"All other causes","Black","Male","Maryland",2005,"South Atlantic","South","MD",181.994271764132,189.991591548946,189.991591548946
"878",20,37,1,0,"Cancers","Black","Male","Maryland",2005,"South Atlantic","South","MD",278.215029104488,288.123670095302,288.123670095302
"879",20,37,1,0,"Cardiovascular","Black","Male","Maryland",2005,"South Atlantic","South","MD",410.153660743992,422.79291558684,422.79291558684
"880",20,37,1,0,"Communicable","Black","Male","Maryland",2005,"South Atlantic","South","MD",109.968054060608,117.813878847253,117.813878847253
"881",20,37,1,0,"Injuries","Black","Male","Maryland",2005,"South Atlantic","South","MD",94.7130860598412,98.9745500715472,98.9745500715472
"882",20,37,1,0,"Non-communicable","Black","Male","Maryland",2005,"South Atlantic","South","MD",134.877888552636,142.179689556538,142.179689556538
"883",20,37,1,1,"All other causes","Black","Female","Maryland",2005,"South Atlantic","South","MD",141.124187445839,146.684140078504,146.684140078504
"884",20,37,1,1,"Cancers","Black","Female","Maryland",2005,"South Atlantic","South","MD",173.186971926783,178.336924389923,178.336924389923
"885",20,37,1,1,"Cardiovascular","Black","Female","Maryland",2005,"South Atlantic","South","MD",293.391957035377,302.677676979811,302.677676979811
"886",20,37,1,1,"Communicable","Black","Female","Maryland",2005,"South Atlantic","South","MD",68.7544688554815,73.4037687122668,73.4037687122668
"887",20,37,1,1,"Injuries","Black","Female","Maryland",2005,"South Atlantic","South","MD",19.3745426921356,20.9262971545494,20.9262971545494
"888",20,37,1,1,"Non-communicable","Black","Female","Maryland",2005,"South Atlantic","South","MD",98.7667247948915,103.894292333948,103.894292333948
"889",20,38,0,0,"All other causes","White","Male","Maryland",2006,"South Atlantic","South","MD",148.987918733854,153.333976637954,153.333976637954
"890",20,38,0,0,"Cancers","White","Male","Maryland",2006,"South Atlantic","South","MD",214.623450525548,219.595059623561,219.595059623561
"891",20,38,0,0,"Cardiovascular","White","Male","Maryland",2006,"South Atlantic","South","MD",293.02306558752,299.328869895686,299.328869895686
"892",20,38,0,0,"Communicable","White","Male","Maryland",2006,"South Atlantic","South","MD",50.1543315549419,52.967611851519,52.967611851519
"893",20,38,0,0,"Injuries","White","Male","Maryland",2006,"South Atlantic","South","MD",58.3566543458389,60.2672946427497,60.2672946427497
"894",20,38,0,0,"Non-communicable","White","Male","Maryland",2006,"South Atlantic","South","MD",101.588874510489,104.828985654308,104.828985654308
"895",20,38,0,1,"All other causes","White","Female","Maryland",2006,"South Atlantic","South","MD",121.637012348029,124.95903437977,124.95903437977
"896",20,38,0,1,"Cancers","White","Female","Maryland",2006,"South Atlantic","South","MD",156.011160718197,159.0533613987,159.0533613987
"897",20,38,0,1,"Cardiovascular","White","Female","Maryland",2006,"South Atlantic","South","MD",207.593737359855,212.434830402943,212.434830402943
"898",20,38,0,1,"Communicable","White","Female","Maryland",2006,"South Atlantic","South","MD",36.6158276626194,38.2653474683555,38.2653474683555
"899",20,38,0,1,"Injuries","White","Female","Maryland",2006,"South Atlantic","South","MD",21.6753704531635,22.6268354555046,22.6268354555046
"900",20,38,0,1,"Non-communicable","White","Female","Maryland",2006,"South Atlantic","South","MD",84.4507112321593,87.0343789048177,87.0343789048177
"901",20,38,1,0,"All other causes","Black","Male","Maryland",2006,"South Atlantic","South","MD",183.833423387279,192.276713355562,192.276713355562
"902",20,38,1,0,"Cancers","Black","Male","Maryland",2006,"South Atlantic","South","MD",269.808234245862,280.108886969149,280.108886969149
"903",20,38,1,0,"Cardiovascular","Black","Male","Maryland",2006,"South Atlantic","South","MD",393.578878355246,406.744854593903,406.744854593903
"904",20,38,1,0,"Communicable","Black","Male","Maryland",2006,"South Atlantic","South","MD",99.1895712426936,106.386237349404,106.386237349404
"905",20,38,1,0,"Injuries","Black","Male","Maryland",2006,"South Atlantic","South","MD",93.774240281566,97.9288857564944,97.9288857564944
"906",20,38,1,0,"Non-communicable","Black","Male","Maryland",2006,"South Atlantic","South","MD",129.281644624177,136.023453336701,136.023453336701
"907",20,38,1,1,"All other causes","Black","Female","Maryland",2006,"South Atlantic","South","MD",142.981470308104,148.868911644499,148.868911644499
"908",20,38,1,1,"Cancers","Black","Female","Maryland",2006,"South Atlantic","South","MD",171.814978629163,177.169190885049,177.169190885049
"909",20,38,1,1,"Cardiovascular","Black","Female","Maryland",2006,"South Atlantic","South","MD",280.319652670603,289.999395790039,289.999395790039
"910",20,38,1,1,"Communicable","Black","Female","Maryland",2006,"South Atlantic","South","MD",62.0566544798608,66.1986940975141,66.1986940975141
"911",20,38,1,1,"Injuries","Black","Female","Maryland",2006,"South Atlantic","South","MD",19.0254080783554,20.5407131963598,20.5407131963598
"912",20,38,1,1,"Non-communicable","Black","Female","Maryland",2006,"South Atlantic","South","MD",94.4921131502014,99.7615761047208,99.7615761047208
"913",20,39,0,0,"All other causes","White","Male","Maryland",2007,"South Atlantic","South","MD",153.030581766873,157.756108947524,157.756108947524
"914",20,39,0,0,"Cancers","White","Male","Maryland",2007,"South Atlantic","South","MD",210.93229223943,215.032374977765,215.032374977765
"915",20,39,0,0,"Cardiovascular","White","Male","Maryland",2007,"South Atlantic","South","MD",288.626417421241,294.846629638747,294.846629638747
"916",20,39,0,0,"Communicable","White","Male","Maryland",2007,"South Atlantic","South","MD",48.1178300651071,50.9481813161181,50.9481813161181
"917",20,39,0,0,"Injuries","White","Male","Maryland",2007,"South Atlantic","South","MD",58.4487914607788,60.4789255245908,60.4789255245908
"918",20,39,0,0,"Non-communicable","White","Male","Maryland",2007,"South Atlantic","South","MD",102.01659559243,105.145613432957,105.145613432957
"919",20,39,0,1,"All other causes","White","Female","Maryland",2007,"South Atlantic","South","MD",122.9805251711,126.092686868403,126.092686868403
"920",20,39,0,1,"Cancers","White","Female","Maryland",2007,"South Atlantic","South","MD",151.882852545772,155.152946232615,155.152946232615
"921",20,39,0,1,"Cardiovascular","White","Female","Maryland",2007,"South Atlantic","South","MD",203.789672001111,208.463323022153,208.463323022153
"922",20,39,0,1,"Communicable","White","Female","Maryland",2007,"South Atlantic","South","MD",35.1198421956909,36.6209032228898,36.6209032228898
"923",20,39,0,1,"Injuries","White","Female","Maryland",2007,"South Atlantic","South","MD",21.9149560232604,22.9082696243136,22.9082696243136
"924",20,39,0,1,"Non-communicable","White","Female","Maryland",2007,"South Atlantic","South","MD",84.3085772646547,87.000131506766,87.000131506766
"925",20,39,1,0,"All other causes","Black","Male","Maryland",2007,"South Atlantic","South","MD",184.319724403738,193.239548775776,193.239548775776
"926",20,39,1,0,"Cancers","Black","Male","Maryland",2007,"South Atlantic","South","MD",263.5088524535,272.675003853186,272.675003853186
"927",20,39,1,0,"Cardiovascular","Black","Male","Maryland",2007,"South Atlantic","South","MD",379.709067433131,392.637513848754,392.637513848754
"928",20,39,1,0,"Communicable","Black","Male","Maryland",2007,"South Atlantic","South","MD",90.9685563052948,97.3800554232578,97.3800554232578
"929",20,39,1,0,"Injuries","Black","Male","Maryland",2007,"South Atlantic","South","MD",92.0186125501233,95.8695960864846,95.8695960864846
"930",20,39,1,0,"Non-communicable","Black","Male","Maryland",2007,"South Atlantic","South","MD",123.612905241317,131.31770277832,131.31770277832
"931",20,39,1,1,"All other causes","Black","Female","Maryland",2007,"South Atlantic","South","MD",141.763442492805,147.406163808979,147.406163808979
"932",20,39,1,1,"Cancers","Black","Female","Maryland",2007,"South Atlantic","South","MD",170.379960160454,175.198593744986,175.198593744986
"933",20,39,1,1,"Cardiovascular","Black","Female","Maryland",2007,"South Atlantic","South","MD",266.799104159247,276.186448020961,276.186448020961
"934",20,39,1,1,"Communicable","Black","Female","Maryland",2007,"South Atlantic","South","MD",58.430008445822,62.0872941248061,62.0872941248061
"935",20,39,1,1,"Injuries","Black","Female","Maryland",2007,"South Atlantic","South","MD",18.8950986399445,20.3668392941426,20.3668392941426
"936",20,39,1,1,"Non-communicable","Black","Female","Maryland",2007,"South Atlantic","South","MD",91.4232780965215,96.3703360790963,96.3703360790963
"937",20,40,0,0,"All other causes","White","Male","Maryland",2008,"South Atlantic","South","MD",153.200374164826,157.416543347374,157.416543347374
"938",20,40,0,0,"Cancers","White","Male","Maryland",2008,"South Atlantic","South","MD",207.9234251053,212.205485258844,212.205485258844
"939",20,40,0,0,"Cardiovascular","White","Male","Maryland",2008,"South Atlantic","South","MD",279.766626884668,286.226585102853,286.226585102853
"940",20,40,0,0,"Communicable","White","Male","Maryland",2008,"South Atlantic","South","MD",47.2460545417576,50.0024834793249,50.0024834793249
"941",20,40,0,0,"Injuries","White","Male","Maryland",2008,"South Atlantic","South","MD",58.3249830817025,60.2964246911061,60.2964246911061
"942",20,40,0,0,"Non-communicable","White","Male","Maryland",2008,"South Atlantic","South","MD",100.928414830405,104.254088670859,104.254088670859
"943",20,40,0,1,"All other causes","White","Female","Maryland",2008,"South Atlantic","South","MD",123.100372632683,126.178814123092,126.178814123092
"944",20,40,0,1,"Cancers","White","Female","Maryland",2008,"South Atlantic","South","MD",148.902232917796,151.892171614046,151.892171614046
"945",20,40,0,1,"Cardiovascular","White","Female","Maryland",2008,"South Atlantic","South","MD",194.74952118307,198.648743245123,198.648743245123
"946",20,40,0,1,"Communicable","White","Female","Maryland",2008,"South Atlantic","South","MD",34.4920530163132,35.9197771837953,35.9197771837953
"947",20,40,0,1,"Injuries","White","Female","Maryland",2008,"South Atlantic","South","MD",22.1209930350088,23.1256751394341,23.1256751394341
"948",20,40,0,1,"Non-communicable","White","Female","Maryland",2008,"South Atlantic","South","MD",85.3309407744834,87.8937440411917,87.8937440411917
"949",20,40,1,0,"All other causes","Black","Male","Maryland",2008,"South Atlantic","South","MD",183.127496034814,191.387849579671,191.387849579671
"950",20,40,1,0,"Cancers","Black","Male","Maryland",2008,"South Atlantic","South","MD",257.03624394525,265.897163420524,265.897163420524
"951",20,40,1,0,"Cardiovascular","Black","Male","Maryland",2008,"South Atlantic","South","MD",370.657764901577,382.55894109228,382.55894109228
"952",20,40,1,0,"Communicable","Black","Male","Maryland",2008,"South Atlantic","South","MD",88.7386278226821,95.4132649651721,95.4132649651721
"953",20,40,1,0,"Injuries","Black","Male","Maryland",2008,"South Atlantic","South","MD",86.0734553691423,89.7801830968499,89.7801830968499
"954",20,40,1,0,"Non-communicable","Black","Male","Maryland",2008,"South Atlantic","South","MD",119.309182111739,126.274243608838,126.274243608838
"955",20,40,1,1,"All other causes","Black","Female","Maryland",2008,"South Atlantic","South","MD",140.39575270717,145.858247265698,145.858247265698
"956",20,40,1,1,"Cancers","Black","Female","Maryland",2008,"South Atlantic","South","MD",168.509876572522,173.251739448281,173.251739448281
"957",20,40,1,1,"Cardiovascular","Black","Female","Maryland",2008,"South Atlantic","South","MD",256.007652824204,264.707483472162,264.707483472162
"958",20,40,1,1,"Communicable","Black","Female","Maryland",2008,"South Atlantic","South","MD",55.0249116388446,58.6806215368213,58.6806215368213
"959",20,40,1,1,"Injuries","Black","Female","Maryland",2008,"South Atlantic","South","MD",18.6943937886298,20.1123950497525,20.1123950497525
"960",20,40,1,1,"Non-communicable","Black","Female","Maryland",2008,"South Atlantic","South","MD",91.5945408485048,96.3375992170464,96.3375992170464
"961",20,41,0,0,"All other causes","White","Male","Maryland",2009,"South Atlantic","South","MD",150.074781593729,154.233625554126,154.233625554126
"962",20,41,0,0,"Cancers","White","Male","Maryland",2009,"South Atlantic","South","MD",203.257522337887,207.454838953432,207.454838953432
"963",20,41,0,0,"Cardiovascular","White","Male","Maryland",2009,"South Atlantic","South","MD",269.609904011927,275.653416844254,275.653416844254
"964",20,41,0,0,"Communicable","White","Male","Maryland",2009,"South Atlantic","South","MD",45.5519400918052,48.375902666844,48.375902666844
"965",20,41,0,0,"Injuries","White","Male","Maryland",2009,"South Atlantic","South","MD",58.1547480680863,60.1638678965476,60.1638678965476
"966",20,41,0,0,"Non-communicable","White","Male","Maryland",2009,"South Atlantic","South","MD",100.914436906371,104.118316233291,104.118316233291
"967",20,41,0,1,"All other causes","White","Female","Maryland",2009,"South Atlantic","South","MD",122.520769599574,125.888387874363,125.888387874363
"968",20,41,0,1,"Cancers","White","Female","Maryland",2009,"South Atlantic","South","MD",147.652004409772,150.585468873787,150.585468873787
"969",20,41,0,1,"Cardiovascular","White","Female","Maryland",2009,"South Atlantic","South","MD",188.32733702992,192.740550143554,192.740550143554
"970",20,41,0,1,"Communicable","White","Female","Maryland",2009,"South Atlantic","South","MD",33.480335384861,34.9150921175004,34.9150921175004
"971",20,41,0,1,"Injuries","White","Female","Maryland",2009,"South Atlantic","South","MD",22.2690688377119,23.2394608605455,23.2394608605455
"972",20,41,0,1,"Non-communicable","White","Female","Maryland",2009,"South Atlantic","South","MD",82.9850900249589,85.5455302203945,85.5455302203945
"973",20,41,1,0,"All other causes","Black","Male","Maryland",2009,"South Atlantic","South","MD",180.749980732986,188.972775576291,188.972775576291
"974",20,41,1,0,"Cancers","Black","Male","Maryland",2009,"South Atlantic","South","MD",246.85910353594,256.247009308035,256.247009308035
"975",20,41,1,0,"Cardiovascular","Black","Male","Maryland",2009,"South Atlantic","South","MD",353.825903631315,365.366408822571,365.366408822571
"976",20,41,1,0,"Communicable","Black","Male","Maryland",2009,"South Atlantic","South","MD",83.3281137003316,89.6037344166745,89.6037344166745
"977",20,41,1,0,"Injuries","Black","Male","Maryland",2009,"South Atlantic","South","MD",81.3854063350918,85.2219742743987,85.2219742743987
"978",20,41,1,0,"Non-communicable","Black","Male","Maryland",2009,"South Atlantic","South","MD",114.073165173291,120.725698321327,120.725698321327
"979",20,41,1,1,"All other causes","Black","Female","Maryland",2009,"South Atlantic","South","MD",139.521995614904,144.764929812671,144.764929812671
"980",20,41,1,1,"Cancers","Black","Female","Maryland",2009,"South Atlantic","South","MD",163.03896336494,167.813025858315,167.813025858315
"981",20,41,1,1,"Cardiovascular","Black","Female","Maryland",2009,"South Atlantic","South","MD",247.621390614773,255.889469670002,255.889469670002
"982",20,41,1,1,"Communicable","Black","Female","Maryland",2009,"South Atlantic","South","MD",50.1450407340694,53.5946941656174,53.5946941656174
"983",20,41,1,1,"Injuries","Black","Female","Maryland",2009,"South Atlantic","South","MD",18.5403161071143,19.9100447544159,19.9100447544159
"984",20,41,1,1,"Non-communicable","Black","Female","Maryland",2009,"South Atlantic","South","MD",90.0327230253817,94.7160790958287,94.7160790958287
"985",20,42,0,0,"All other causes","White","Male","Maryland",2010,"South Atlantic","South","MD",151.203315885856,155.51778020057,155.51778020057
"986",20,42,0,0,"Cancers","White","Male","Maryland",2010,"South Atlantic","South","MD",197.578224163321,201.807307042649,201.807307042649
"987",20,42,0,0,"Cardiovascular","White","Male","Maryland",2010,"South Atlantic","South","MD",255.680678072528,261.652310315058,261.652310315058
"988",20,42,0,0,"Communicable","White","Male","Maryland",2010,"South Atlantic","South","MD",41.6410750644925,44.1221859447109,44.1221859447109
"989",20,42,0,0,"Injuries","White","Male","Maryland",2010,"South Atlantic","South","MD",58.3842375968499,60.4439903744181,60.4439903744181
"990",20,42,0,0,"Non-communicable","White","Male","Maryland",2010,"South Atlantic","South","MD",99.4536740987437,102.543235906509,102.543235906509
"991",20,42,0,1,"All other causes","White","Female","Maryland",2010,"South Atlantic","South","MD",127.782042150901,130.77437171265,130.77437171265
"992",20,42,0,1,"Cancers","White","Female","Maryland",2010,"South Atlantic","South","MD",143.361115134497,146.341157427219,146.341157427219
"993",20,42,0,1,"Cardiovascular","White","Female","Maryland",2010,"South Atlantic","South","MD",182.606952278392,186.713730853182,186.713730853182
"994",20,42,0,1,"Communicable","White","Female","Maryland",2010,"South Atlantic","South","MD",31.4287433605157,32.8016631611021,32.8016631611021
"995",20,42,0,1,"Injuries","White","Female","Maryland",2010,"South Atlantic","South","MD",22.7774026333376,23.7719904211843,23.7719904211843
"996",20,42,0,1,"Non-communicable","White","Female","Maryland",2010,"South Atlantic","South","MD",80.9450707873937,83.5026208853296,83.5026208853296
"997",20,42,1,0,"All other causes","Black","Male","Maryland",2010,"South Atlantic","South","MD",176.437145604904,184.36925845324,184.36925845324
"998",20,42,1,0,"Cancers","Black","Male","Maryland",2010,"South Atlantic","South","MD",242.085010981093,250.101932009445,250.101932009445
"999",20,42,1,0,"Cardiovascular","Black","Male","Maryland",2010,"South Atlantic","South","MD",335.81361226488,346.703701273314,346.703701273314
"1000",20,42,1,0,"Communicable","Black","Male","Maryland",2010,"South Atlantic","South","MD",77.2322976539431,82.790949807934,82.790949807934
"1001",20,42,1,0,"Injuries","Black","Male","Maryland",2010,"South Atlantic","South","MD",77.9674719656404,81.6837926074083,81.6837926074083
"1002",20,42,1,0,"Non-communicable","Black","Male","Maryland",2010,"South Atlantic","South","MD",112.244168860611,118.394014030642,118.394014030642
"1003",20,42,1,1,"All other causes","Black","Female","Maryland",2010,"South Atlantic","South","MD",144.189484224538,149.432422241708,149.432422241708
"1004",20,42,1,1,"Cancers","Black","Female","Maryland",2010,"South Atlantic","South","MD",160.663595704986,165.588875849999,165.588875849999
"1005",20,42,1,1,"Cardiovascular","Black","Female","Maryland",2010,"South Atlantic","South","MD",234.064908947109,241.775893730379,241.775893730379
"1006",20,42,1,1,"Communicable","Black","Female","Maryland",2010,"South Atlantic","South","MD",47.2939453249784,50.5730528452563,50.5730528452563
"1007",20,42,1,1,"Injuries","Black","Female","Maryland",2010,"South Atlantic","South","MD",18.2797772267742,19.7315380913057,19.7315380913057
"1008",20,42,1,1,"Non-communicable","Black","Female","Maryland",2010,"South Atlantic","South","MD",86.1978366302663,90.8825676121702,90.8825676121702
"1009",20,43,0,0,"All other causes","White","Male","Maryland",2011,"South Atlantic","South","MD",156.530293368266,161.112554024211,161.112554024211
"1010",20,43,0,0,"Cancers","White","Male","Maryland",2011,"South Atlantic","South","MD",194.092178805591,198.328920845767,198.328920845767
"1011",20,43,0,0,"Cardiovascular","White","Male","Maryland",2011,"South Atlantic","South","MD",253.940338803246,259.809846055181,259.809846055181
"1012",20,43,0,0,"Communicable","White","Male","Maryland",2011,"South Atlantic","South","MD",41.1353725043179,43.7539240370487,43.7539240370487
"1013",20,43,0,0,"Injuries","White","Male","Maryland",2011,"South Atlantic","South","MD",59.4123796889384,61.4335900619243,61.4335900619243
"1014",20,43,0,0,"Non-communicable","White","Male","Maryland",2011,"South Atlantic","South","MD",96.6113332499557,99.6977239989893,99.6977239989893
"1015",20,43,0,1,"All other causes","White","Female","Maryland",2011,"South Atlantic","South","MD",133.048346221057,136.284226889622,136.284226889622
"1016",20,43,0,1,"Cancers","White","Female","Maryland",2011,"South Atlantic","South","MD",140.48428540938,143.551216791637,143.551216791637
"1017",20,43,0,1,"Cardiovascular","White","Female","Maryland",2011,"South Atlantic","South","MD",176.089142211908,179.873882224573,179.873882224573
"1018",20,43,0,1,"Communicable","White","Female","Maryland",2011,"South Atlantic","South","MD",31.1550712152459,32.5398689622982,32.5398689622982
"1019",20,43,0,1,"Injuries","White","Female","Maryland",2011,"South Atlantic","South","MD",23.540442807764,24.616898486533,24.616898486533
"1020",20,43,0,1,"Non-communicable","White","Female","Maryland",2011,"South Atlantic","South","MD",79.6267778624179,82.2356444516677,82.2356444516677
"1021",20,43,1,0,"All other causes","Black","Male","Maryland",2011,"South Atlantic","South","MD",176.549509381052,184.428739055384,184.428739055384
"1022",20,43,1,0,"Cancers","Black","Male","Maryland",2011,"South Atlantic","South","MD",234.296546508474,242.244577938698,242.244577938698
"1023",20,43,1,0,"Cardiovascular","Black","Male","Maryland",2011,"South Atlantic","South","MD",322.624411732657,333.219937355095,333.219937355095
"1024",20,43,1,0,"Communicable","Black","Male","Maryland",2011,"South Atlantic","South","MD",68.1259128439745,73.684808014552,73.684808014552
"1025",20,43,1,0,"Injuries","Black","Male","Maryland",2011,"South Atlantic","South","MD",76.7850923045759,80.2828962668555,80.2828962668555
"1026",20,43,1,0,"Non-communicable","Black","Male","Maryland",2011,"South Atlantic","South","MD",110.265938224327,116.099008844473,116.099008844473
"1027",20,43,1,1,"All other causes","Black","Female","Maryland",2011,"South Atlantic","South","MD",142.439942134774,148.189098795604,148.189098795604
"1028",20,43,1,1,"Cancers","Black","Female","Maryland",2011,"South Atlantic","South","MD",158.48199404021,163.498935759276,163.498935759276
"1029",20,43,1,1,"Cardiovascular","Black","Female","Maryland",2011,"South Atlantic","South","MD",224.477433235954,231.599882297416,231.599882297416
"1030",20,43,1,1,"Communicable","Black","Female","Maryland",2011,"South Atlantic","South","MD",46.0221492609953,49.2679055805083,49.2679055805083
"1031",20,43,1,1,"Injuries","Black","Female","Maryland",2011,"South Atlantic","South","MD",18.2791684608036,19.6628864629978,19.6628864629978
"1032",20,43,1,1,"Non-communicable","Black","Female","Maryland",2011,"South Atlantic","South","MD",80.4355312699114,84.5495696966715,84.5495696966715
"1033",20,44,0,0,"All other causes","White","Male","Maryland",2012,"South Atlantic","South","MD",159.383725216792,163.583650242199,163.583650242199
"1034",20,44,0,0,"Cancers","White","Male","Maryland",2012,"South Atlantic","South","MD",192.085217194495,195.942335282076,195.942335282076
"1035",20,44,0,0,"Cardiovascular","White","Male","Maryland",2012,"South Atlantic","South","MD",251.794760613204,257.820933074849,257.820933074849
"1036",20,44,0,0,"Communicable","White","Male","Maryland",2012,"South Atlantic","South","MD",41.4114640061996,43.8151731322787,43.8151731322787
"1037",20,44,0,0,"Injuries","White","Male","Maryland",2012,"South Atlantic","South","MD",60.560108461608,62.711672479626,62.711672479626
"1038",20,44,0,0,"Non-communicable","White","Male","Maryland",2012,"South Atlantic","South","MD",93.366819217443,96.6471881006276,96.6471881006276
"1039",20,44,0,1,"All other causes","White","Female","Maryland",2012,"South Atlantic","South","MD",132.183637046751,135.288000497108,135.288000497108
"1040",20,44,0,1,"Cancers","White","Female","Maryland",2012,"South Atlantic","South","MD",140.311819297773,143.291878882195,143.291878882195
"1041",20,44,0,1,"Cardiovascular","White","Female","Maryland",2012,"South Atlantic","South","MD",176.213748575596,180.022759026314,180.022759026314
"1042",20,44,0,1,"Communicable","White","Female","Maryland",2012,"South Atlantic","South","MD",31.2563935219993,32.6900120781857,32.6900120781857
"1043",20,44,0,1,"Injuries","White","Female","Maryland",2012,"South Atlantic","South","MD",24.1586115482271,25.2483773410779,25.2483773410779
"1044",20,44,0,1,"Non-communicable","White","Female","Maryland",2012,"South Atlantic","South","MD",77.1559069877374,79.749397810913,79.749397810913
"1045",20,44,1,0,"All other causes","Black","Male","Maryland",2012,"South Atlantic","South","MD",176.664054561432,184.655722257417,184.655722257417
